beam,rep_penalty,no_repeat_ngram,temp_fallback,id,reference,hypothesis
1,1.0,0,False,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
1,1.0,0,False,common_voice_en_18062248,I haven't been to this airport in years.,I haven't been to this airport in years.
1,1.0,0,False,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
1,1.0,0,False,common_voice_en_18214584,This place is inaccessible by car due to the broken bridge.,This place is inaccessible by car due to the broken bridge.
1,1.0,0,False,common_voice_en_18229760,I only know the refrain.,I only know the refrain.
1,1.0,0,False,common_voice_en_18234258,Do you understand me?,Do you understand me?
1,1.0,0,False,common_voice_en_18235836,The doctor cured him with these pills.,The doctor cured him with these pills.
1,1.0,0,False,common_voice_en_18332492,"That's the sub-foreman, explained Thorpe.",That's some formal explain topic.
1,1.0,0,False,common_voice_en_18343224,These rumors may even originate with us.,These rumors may even originate with us.
1,1.0,0,False,common_voice_en_18392553,The juggler managed to keep five balls in the air at once.,The juggler managed to keep 5 balls in the air at once.
1,1.0,0,False,common_voice_en_18545940,It's all for nothing! he screamed rather than cried.,It's all for nothing. He screamed rather than cried.
1,1.0,0,False,common_voice_en_18545942,Jujitsu is a form of martial arts.,Jiu Jitsu is a form of martial arts.
1,1.0,0,False,common_voice_en_18553335,"Oh, dear no, miss, he said.",Oh dear no miss he said
1,1.0,0,False,common_voice_en_18553336,How should I know anything of her?,How should I know anything of her?
1,1.0,0,False,common_voice_en_18556,He sat looking at the sky for a long time.,He said looking at the sky for a long time
1,1.0,0,False,common_voice_en_18661019,"It draws, says Jo, ""as heavy as a cart.""","It draws, says Joe, as heavy as a cart."
1,1.0,0,False,common_voice_en_18661022,"No, no, my love, said he.",no no my love said he
1,1.0,0,False,common_voice_en_18710312,Dealers of card or dice games often displayed these full-body tattoos shirtless while playing.,dealer of card or dice games often display these full-bodied tattoos shirtless while playing
1,1.0,0,False,common_voice_en_18710315,"Many varietal and sub-specific names have been coined, as the plant is morphologically variable.",Many varietal and subspecific names have been coined as the plant is morphologically variable.
1,1.0,0,False,common_voice_en_18712894,"Notable cast members include Laura Harris, Enuka Okuma, and Ryan Reynolds.","Notable cast members include Laura Harris, Inuka Okuma and Ryan Reynolds."
1,1.0,0,False,common_voice_en_18723909,The video also features Fox.,The video also features Fox.
1,1.0,0,False,common_voice_en_18723995,Keller then became a hockey coach.,Keller then became a hockey coach.
1,1.0,0,False,common_voice_en_18723998,The anthem was written in Dutch.,The anthem was written in Dutch.
1,1.0,0,False,common_voice_en_18754521,It was built on land formerly held by the Macfadzeans.,It was very long line so I will be ahead by my cut chance.
1,1.0,0,False,common_voice_en_18754523,The rural population saw the old religious order in danger.,The rural populations are the oldest religious order in Belgium.
1,1.0,0,False,common_voice_en_18765645,Hasan Buzurg seemed intent on restoring unity to the Ilkhanate.,Hassan Muzarak's Seemed Intent on Restoring Unity to the Khalid
1,1.0,0,False,common_voice_en_18813644,His releases were mostly with Ravindra Rawal.,His releases were mostly with Ravindra Ravan.
1,1.0,0,False,common_voice_en_18813645,"It starred Hawks, Jack Dee, Doon Mackichan, Ben Miller, Alistair McGowan and Charlotte Page.","It starred Hawks, Jack D, Joan McEagan, Ben Miller, Alistair McCoven, and Charlotte Payne."
1,1.0,0,False,common_voice_en_18855071,There are two types of action research: participatory and practical.,there are two types of action research participatory and practical
1,1.0,0,False,common_voice_en_18855072,"Along with her parents, she lived in several countries including Cairo and London.","Along with her parents, she lived in several countries including Cairo and London."
1,1.0,0,False,common_voice_en_18893498,Most of the interior has been preserved intact.,Most of the interior has been preserved intact.
1,1.0,0,False,common_voice_en_18893500,Aurelian accepted Bahram I's gifts and the terms of peace offered.,early and accepted Bahram is gift and the terms of peace of it
1,1.0,0,False,common_voice_en_18976651,Nikiforos Hatzidakis was killed.,Nikki Forrest at the Zee Ducky School
1,1.0,0,False,common_voice_en_18976653,Banasura became invincible.,Bara Surah became invincible
1,1.0,0,False,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
1,1.0,0,False,common_voice_en_19100980,Both these features made it difficult to directly port the code to other architectures.,Both these features made it difficult to directly port the code to other architectures.
1,1.0,0,False,common_voice_en_19100981,Bradford and His Achievements.,Bradford and his achievements.
1,1.0,0,False,common_voice_en_19105943,The ability to digest lactose is not an evolutionary novelty in human populations.,The ability to digest lactose is not an evolutionary novelty in human populations.
1,1.0,0,False,common_voice_en_19105945,"When Jordan becomes the Spectre, he removes the Star Sapphire persona from Ferris.","When Jordan began the spectre, he removes the star sapphire persona from Ferraris."
1,1.0,0,False,common_voice_en_19213279,They have small white streaks on the forehead and black on their cheeks.,They have small white cheeks on the forehead and black on their cheeks.
1,1.0,0,False,common_voice_en_19213280,"More recently, members of the Eastercon convention have also been eligible to vote.","More recently, members of the Easter Con Convention have also been eligible to vote."
1,1.0,0,False,common_voice_en_19214185,He has been admitted to District of Columbia and Oklahoma Bars.,He has been admitted to District of Columbia and Oklahoma bars.
1,1.0,0,False,common_voice_en_19214190,The Borgosatollo's area is cross by Brescia-Parma railway.,The Borgkastel area is crossed by Brescia Farmer Railway.
1,1.0,0,False,common_voice_en_19451953,It is alpha-hemolytic and requires oxygen.,it is alpha hemolytic and requires oxygen
1,1.0,0,False,common_voice_en_19533333,His father was a skilled melodeon player.,His father was a skilled Melodion player.
1,1.0,0,False,common_voice_en_19547888,"Chemical-filled smoke filled the sky, causing respiratory problems.",chemicals will smoke file the sky casual respiratory problems
1,1.0,0,False,common_voice_en_19547898,"Saint Albans, the Franklin County seat, is to the north.","St. Alvins, the Franklin County cities to the north."
1,1.0,0,False,common_voice_en_19627215,Its bloom period is July to October in North America.,Its clone pride is July to October in North America.
1,1.0,0,False,common_voice_en_19641357,Traditional cultural and religious mores tend to associate cross-dressing with homosexuality.,"Traditional, cultural and religious modes tend to associate cross-dressing with homosexuality."
1,1.0,0,False,common_voice_en_19641358,The town Bilecik is famous for its numerous restored Turkish houses.,The town Beylikik is famous for its numerous restored Turkish houses.
1,1.0,0,False,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
1,1.0,0,False,common_voice_en_19666439,Washington is thus one of the largest cities where seven-digit dialing is still possible.,Washington is thus one of the largest cities where seven-digit dialing is still possible.
1,1.0,0,False,common_voice_en_19666442,"Sweden won the group and advanced to the quarter-finals, along with Denmark.",Sweden won the group and advanced to the quarter-finals along the Denmark.
1,1.0,0,False,common_voice_en_19672834,The experiment was deemed a failure and never attempted again.,The experiment was deemed a failure and never attempted again.
1,1.0,0,False,common_voice_en_19672835,The rank insignia consisted of shoulder strap and sleeve lace.,The rank insignia consisted of shoulder traps and sleeves lace.
1,1.0,0,False,common_voice_en_19676008,Various conflicting accounts exist that describe saffron's first arrival in South and East Asia.,Various conflicting accounts exist that describe Safran's first arrival in South and East Asia.
1,1.0,0,False,common_voice_en_19704669,In that assembly he served several terms as speaker.,"In that assembly, he served several times a speaker."
1,1.0,0,False,common_voice_en_19729842,Kieu Chinh and Anderson continue to serve as the Fund's co-chair.,QVCN and Anderson continue to serve as the firm's co-chair.
1,1.0,0,False,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
1,1.0,0,False,common_voice_en_19939975,She was the only presenter to stay on air for the duration.,She was the only presenter to stay on air for the duration.
1,1.0,0,False,common_voice_en_19940196,His band does not usually use keyboards.,His band does not usually use keyboards.
1,1.0,0,False,common_voice_en_19941683,"This includes sessions at colleges, high schools, and the state's three law schools.","This includes sessions at colleges, high schools, and the state's three law schools."
1,1.0,0,False,common_voice_en_19947345,You are not fit to command.,you are not fit to command
1,1.0,0,False,common_voice_en_19962171,"Rewards for completing these include character concept art, new game modes, characters, and fatalities.","Rewards for completing these include character, concept art, new games, mode, characters and fatalities."
1,1.0,0,False,common_voice_en_19962548,The railroad crosses the river on the Kylling Bridge at the village of Verma.,The railroad crosses the river on the killing bridge at the village of Verma.
1,1.0,0,False,common_voice_en_19971615,Does an entry have to be reporting on a union?,Does an entry have to be reporting on a union?
1,1.0,0,False,common_voice_en_19971616,"There are separate elementary, middle and high schools.","There are separate elementary, middle and high schools."
1,1.0,0,False,common_voice_en_19982627,"Organisers officially canceled the second stage, though an unofficial shortened version was held.","Hello, it's up to the world."
1,1.0,0,False,common_voice_en_19985202,The Football Association entered a Great Britain national amateur team to represent Great Britain.,The Football Association of the Inter-Decade Britain National Team is representing the United Nations.
1,1.0,0,False,common_voice_en_20027504,Villon's poems enjoyed substantial popularity in the decades after they were written.,Violin's poems enjoyed substantial popularity in the decades after they were written.
1,1.0,0,False,common_voice_en_20027505,He was born in Nuremberg.,He was born in Nuremberg.
1,1.0,0,False,common_voice_en_20115558,She also taught journalism at the University of California at Berkeley.,She also taught journalism at the University of California at Berkeley.
1,1.0,0,False,common_voice_en_20137222,"His poetry has features of a report, often with a distinct narrative story-line.","His poetry has features of a report, often with a distinct narrative storyline."
1,1.0,0,False,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
1,1.0,0,False,common_voice_en_20264170,Buyers must continue to rely on their own knowledge and judgment.,Buyers must continue to rely on their own knowledge and judgment.
1,1.0,0,False,common_voice_en_20275070,"The fronds may be from long, depending on the species.",The frauds may be from long depending on the species.
1,1.0,0,False,common_voice_en_20292104,Cutt was the head of the seven-member royal provincial council.,Kurt was the head of seven member royal provisional council.
1,1.0,0,False,common_voice_en_20405318,The planetoid orbits the Sun between Mars and Jupiter.,The planetoid orbits the Sun between Mars and Jupiter.
1,1.0,0,False,common_voice_en_20405322,The reservoirs are managed by Water Supplies Department of Hong Kong Government.,The reservoirs are managed by water supplier departments of Hong Kong government.
1,1.0,0,False,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
1,1.0,0,False,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
1,1.0,0,False,common_voice_en_20685731,He can do a lot of things.,he can do a lot of things
1,1.0,0,False,common_voice_en_20685733,Its county seat and largest city is Morgan.,It's QuantiSync and I just sitting in mall
1,1.0,0,False,common_voice_en_20688632,It also marked a temporary halt to any development of the game series.,It also marked a temporary halt to any development of the game series.
1,1.0,0,False,common_voice_en_20688664,Neither can be historically proven.,Neither can make historically bolder services for the nation.
1,1.0,0,False,common_voice_en_20688727,"The ""Old South"" also refers to the tradition of Southerners voting the Democratic ticket.",The Old South also refers to the tradition of Zangardz voting the democratic ticket.
1,1.0,0,False,common_voice_en_20688728,Watford is on the main Grand Union Canal route northwards from London.,But Ford is on the main Grand Union Canal route northwards from Madan.
1,1.0,0,False,common_voice_en_20688746,The best the quicker algorithm converges.,The best the quicker algorithm converges
1,1.0,0,False,common_voice_en_20688785,"When the girl improves, Charlotte takes her home to Boston.",I'm going to go home to Boston.
1,1.0,0,False,common_voice_en_20928833,She took up her hat and pinned it on.,She took up her hat and pinned it on.
1,1.0,0,False,common_voice_en_20928834,"Via his step-daughter, he was father-in-law to Labour politician Raymond Johansen.",where his stepdaughter was father-in-law to Labour politician Rambun Johnson.
1,1.0,0,False,common_voice_en_20984231,He earned a reputation as one of the best gunsmiths in the colony.,He earned a reputation as one of the best gunsmiths in the colony.
1,1.0,0,False,common_voice_en_20984234,"The railway uses a slightly different spelling for the town of ""Louisbourg"".",The railway used a slightly different spelling for the town of Lewisburg.
1,1.0,0,False,common_voice_en_21332805,He served on the Eastern Front.,He served on the Eastern Front.
1,1.0,0,False,common_voice_en_21332807,No damage was reported there.,No damage was reported there.
1,1.0,0,False,common_voice_en_21367754,The Second Boer War Battle of Modder River took place here.,The second Boer War battle of Model River took place here.
1,1.0,0,False,common_voice_en_21367755,The inhabitants would have preferred to remain as independent municipalities.,The inhabitants would have preferred to remain as independent municipalities.
1,1.0,0,False,common_voice_en_21401014,"According to it, both Iodame and Athena were daughters of Itonus.","According to it, both Iodame and Athena were daughters of Aetinos."
1,1.0,0,False,common_voice_en_21401015,"Thus, ""Mesopotamia"" required a new writing project for the band.",Does Mesopotamia require a new writing project for the band?
1,1.0,0,False,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
1,1.0,0,False,common_voice_en_21522619,Attempts to reduce wave drag can be seen on all high-speed aircraft.,Attempt to reduce wave drag can be seen on all high-speed aircraft.
1,1.0,0,False,common_voice_en_21702346,It has five anicuts on it which regulates the flow of water.,It was 5 canisters on it which regulate the flow of water.
1,1.0,0,False,common_voice_en_21702349,The area was served by Saint Stephen Anglican Church and Wesley United Church.,The area was served by St. Stephen Anglican Church and Weasley Niagara Church.
1,1.0,0,False,common_voice_en_21730660,Major's comfortable re-election as Conservative Leader failed to restore his authority.,Major's comfortable re-elections as conservative leader failed to restore his authority.
1,1.0,0,False,common_voice_en_21730661,His high school track coach was legendary coach Kye Courtney.,His high school track coach was legendary coach Kay Courtney.
1,1.0,0,False,common_voice_en_21780812,The large Fortymile caribou herd roams near the highway.,The large 40 mile caribou herd roams near the highway.
1,1.0,0,False,common_voice_en_21780825,Some individuals may see a decrease in their symptoms within weeks or months.,Some individuals may see a decrease in their symptoms within weeks or months.
1,1.0,0,False,common_voice_en_22159151,nine,Nine.
1,1.0,0,False,common_voice_en_22334089,"Electric shears, a wrecking ball and oxy-acetylene torches were used.","Electric shears, a breaking ball and oxy-acetylene torches were used."
1,1.0,0,False,common_voice_en_22334090,It remained in the group's live set after Halliwell's departure.,It remained in the group's life set after Halliwell's departure
1,1.0,0,False,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
1,1.0,0,False,common_voice_en_22495699,"There are two described species, both endemic to Brazil.",There are two described species both endemic to Brazil.
1,1.0,0,False,common_voice_en_22495717,She was awarded a battle honour.,She was awarded a Battle Honor
1,1.0,0,False,common_voice_en_22588810,"I'm more intrigued by the ""psychological"" experience: the disorientation, the absurdity, the terror.","I am more intrigued by the psychological experience, the disorientation, the absurdity, the terror."
1,1.0,0,False,common_voice_en_22588894,"The puzzle itself was designed by Paul Hoffman under the pseudonym ""Doctor Crypton"".",The puzzle itself was designed by Paul Hoffman under the pseudonym Dr. Krypton.
1,1.0,0,False,common_voice_en_22866439,The British continued to use the site as a hospital.,The British continued to use the site as a hospital.
1,1.0,0,False,common_voice_en_22968575,There is no intermediate status; nobody in enemy hands can be outside the law.,There is no intermediate status. Nobody in Henny Hands can be outside the law.
1,1.0,0,False,common_voice_en_22968579,Some dances show primarily a single influence.,Some dancers show primarily a single influence.
1,1.0,0,False,common_voice_en_23835356,"He also composed the theme song, ""Bit by Bit"", sung by Stephanie Mills.",He also composed the theme song Bit by Bit sung by Stephanie Mills.
1,1.0,0,False,common_voice_en_23835357,"Another house guest was Walter Hayes, vice-president of Ford of Europe.","Another house guest was Walter Hayes, vice president of Ford of Europe."
1,1.0,0,False,common_voice_en_23852945,Forty were killed by the Laurel Run Dam failure.,Forty were killed by the Laurel Run Dam failure.
1,1.0,0,False,common_voice_en_23852947,"In cities, driving speeds are set by which lane a driver is in.","In cities, driving speeds are set by which lane a driver is in."
1,1.0,0,False,common_voice_en_23964609,The fifth and current bishop is Robert Joseph McManus.,The fifth and current bishop is Robert Joseph MacMillan.
1,1.0,0,False,common_voice_en_23964610,Singleton had a daughter with each of her husbands.,Singleton had a daughter with each of her husbands.
1,1.0,0,False,common_voice_en_2396842,James read the information on the screen and could not believe it.,James read the information on the screen and could not believe it.
1,1.0,0,False,common_voice_en_23993139,This is farewell.,This is farewell
1,1.0,0,False,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
1,1.0,0,False,common_voice_en_24564414,It was the fifth ascent of Talung.,It was the fifth ascent of Tallinn.
1,1.0,0,False,common_voice_en_24564417,"It was used in the film ""Sliding Doors"".",It was used in the film Sliding Doors.
1,1.0,0,False,common_voice_en_24960198,It is the pinnacle of the classic Malay civilisation.,It is the pinnacle of the classic Malay civilization.
1,1.0,0,False,common_voice_en_25187523,There is no support for varying aspect ratios or force feedback controllers.,There is no support for weighing aspect ratios or force feedback controllers.
1,1.0,0,False,common_voice_en_25224986,Richard appointed a group of local supporters to the council.,Richard appointed a group of local supporters to the council.
1,1.0,0,False,common_voice_en_25260,It's because you were not born.,It's because you were not born.
1,1.0,0,False,common_voice_en_25261,We've still got two bucks left!,We have still got two bucks left.
1,1.0,0,False,common_voice_en_2556789,How should I know?,How should I know?
1,1.0,0,False,common_voice_en_25613863,He walked more than twice as many batters as he struck out.,He walked more than twice as many batters as he struck out.
1,1.0,0,False,common_voice_en_25791238,The lower level of the church has an auditorium with a stage.,The lower level of the church has a rudiculous stage.
1,1.0,0,False,common_voice_en_25845292,"However, the song was not used until It's Hard.","However, the song was not used until its hard."
1,1.0,0,False,common_voice_en_25845294,It is located at a geographical headland and surrounds the town of Sisters Beach.,It is located at the geographical head land and surrounds the town of Sisters Beach.
1,1.0,0,False,common_voice_en_25861968,"He was the father of Olof Celsius, Nils Celsius and Johan Celsius.","He was the father of Honos Celsius, Neal Celsius and Johan Celsius."
1,1.0,0,False,common_voice_en_26072506,In this case one of his teammates will substitute a midfielder to keep up the pace.,"In this case, one of his teammates will substitute a midfielder to keep up the pace."
1,1.0,0,False,common_voice_en_26272203,She did not seem to be able to keep in personal touch with them.,She did not seem to be able to keep in personal touch with them.
1,1.0,0,False,common_voice_en_26675807,Gordon has a primary school and neighbourhood oval.,Jordan has a primary school and neighborhood oval.
1,1.0,0,False,common_voice_en_26675808,It isn't theatrical!,It isn't the afterthought.
1,1.0,0,False,common_voice_en_26940741,The song consists of three verses in total.,The sound and discs of J-Wheels are included.
1,1.0,0,False,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
1,1.0,0,False,common_voice_en_26947132,Would he ever sleep again?,Would you ever sleep again?
1,1.0,0,False,common_voice_en_26947147,The mountain's forest is threatened by logging and the spread of agriculture.,The mountains forest is threatened by logging and the spread of agriculture.
1,1.0,0,False,common_voice_en_26950523,Tot finds a doll he'd lost and is allowed to take it with him.,Todd finds a doll he'd lost and is allowed to take it with him.
1,1.0,0,False,common_voice_en_26950526,"A Baraita taught that Zelophehad's daughters were wise, Torah students, and righteous.","A Beraita taught that Zalofahad's daughters were wise, Torah students and righteous."
1,1.0,0,False,common_voice_en_26956325,"For them, she performed in at least six silent films including one feature-length production.","For them, she performed at least 6 silent frames including one feature length reduction."
1,1.0,0,False,common_voice_en_26957757,Source code was closed until that.,source code was closed until that
1,1.0,0,False,common_voice_en_26957760,The widespread use of Chubynsky's lyrics among Ukrainophiles was very rapid.,The widespread use of Chabinsky's lyrics among Ukrainophiles was very rapid.
1,1.0,0,False,common_voice_en_27076011,He did this by obscuring the reflector with a mask containing two vertical slits.,We did this by obscuring the reflector with a mask containing two vertical slits.
1,1.0,0,False,common_voice_en_27171404,The Wixom plant itself was idled a year later.,The wisdom plant itself was idled a year later.
1,1.0,0,False,common_voice_en_27171405,"The book critically examined the claims of dowsing, homeopathy, parapsychology, perpetual motion and Ufology.","The book critically examined the claims of dowsing, homeopathy, parapsychology, perpetual motion and ufology."
1,1.0,0,False,common_voice_en_27287235,The architect for the redesign was Jon Jerde.,The architect for redesign was John Gerday.
1,1.0,0,False,common_voice_en_27287237,Wang Lun and his deputies eventually arrive on the scene and stop the fight.,Wang Lun and his deputies eventually arrive on the scene and start the fight.
1,1.0,0,False,common_voice_en_27406749,The other major difference between tropical and arctic alpine ecology is the temperature differences.,The other major difference between tropical and arctic alpine ecology is the temperature differences.
1,1.0,0,False,common_voice_en_27406751,This repair construction disrupts nearby habitats.,This repair construction disrupts nearby habitats.
1,1.0,0,False,common_voice_en_27655905,The site was from the sea and from London.,The site was from the sea and from London.
1,1.0,0,False,common_voice_en_27655907,"Like many transmorphs, she reverts to her human form if exhausted or knocked unconscious.","Like many transmorphs, she reverts to her human form if exhausted or knocked unconscious."
1,1.0,0,False,common_voice_en_27846447,"The town was briefly known as Smelter, before being renamed McGill, after the ranch.",The town was briefly known as Smelter before being renamed McGill after the ranch.
1,1.0,0,False,common_voice_en_27846449,"Born in Felixstowe, Suffolk, Paice went to the independent Framlingham College.","Born in Felixstorff, Suffolk, Price went to the Independent Framlingham College."
1,1.0,0,False,common_voice_en_28369449,Hanratty was on hand to see Brady Quinn break his record for passing touchdowns.,Henry was on hand to see Brady Queen break his record for passing touchdowns.
1,1.0,0,False,common_voice_en_28575663,Primary endosymbiosis involves the engulfment of a bacterium by another free living organism.,Primary endosymbiosis involves the engulfment of a bacterium by another free living organism.
1,1.0,0,False,common_voice_en_28775906,The ball struck the foul pole well above the Green Monster.,The ball struck the foul pole well above the green monster.
1,1.0,0,False,common_voice_en_28776327,"McIntyre, however, defeated Richter in two separate matches in Bill Watts's Mid-South Wrestling Association.","Klinta, however, defeated Richer in two separate matches in Bill Watt's Mid-South Wrestling Association."
1,1.0,0,False,common_voice_en_29312798,Commanders Robert Fancy and Ian McGhie were court martialled and reprimanded over the incident.,Commanders Robert Stancy and Ian McGinney were court-martialed and reprimanded over the incident.
1,1.0,0,False,common_voice_en_30512895,Blessed are those who have died in the Lord and have not seen them.,the rest are those who have died in the lord and have not seen
1,1.0,0,False,common_voice_en_30512896,He also won the South African National Time Trial Championships at junior level.,He also won the South African National Time Travel Championship at junior level.
1,1.0,0,False,common_voice_en_30676706,"Rebellion then developed and released ""Evil Genius Online"".",Italian then developed and released Even Genius Online
1,1.0,0,False,common_voice_en_30676708,He oversaw the transition of the Danish navy from sail to early steam power.,He oversaw the transmission of a Danish Navy from sail to early stream power.
